ExampleID	Coder	Journal	Vol	No	Year	Pages	ExPg	ExNo	Example Sentence	Language	Argument	Predicate	GramFunction	ThetaRole	Gender	Number	Name?	Pronoun?	Content	Comments	ExType	Filename
NLLT_02022		NLLT	22	NA	2004	pp229–305	p284	107a	ex:Nomiy-a-l etol-ocem-at psi=te pilsqehsis.|see-Dir-Obv IC.Prog-kiss-3Conj all=Emph girl.ObvP|She saw him kissing all the girls.												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02023		NLLT	22	NA	2004	pp229–305	p284	107b	ex:Psi=te nomiy-a-l etol-ocem-at pilsaqehsis.|all=Emph see-Dir-Obv IC.Prog-kiss-3Conj girl.ObvP|She saw him kissing all the girls.												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02024		NLLT	22	NA	2004	pp229–305	p287	111	ex:Ma=te keq itom-u taktal [CP tan nt-ol-essi-n ].|Neg=Emph what say.3-Neg doctor WH 1-thus-happen.to-N|The doctor didn’t say anything (about) what’s wrong with me.												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02025		NLLT	22	NA	2004	pp229–305	p289	116	ex:Keq wetomeya-sk?|what IC.bother-2ConjInv|What bothers you?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02026		NLLT	22	NA	2004	pp229–305	p290	117	ex:Wen-il yat kisi-lahkew-at matuwehs kawihi?|who-Obv that.An Perf-throw.at-3Conj porcupine quill.ObvP|Who did that porcupine throw quills at?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02027		NLLT	22	NA	2004	pp229–305	p299	130a	ex:Wen-il1 kisi-wapolehl-ac-il t1 ?|who-Obv Perf-treat.wrongly-3Conj-PartObv|Who (Obv) did he (Prox) treat wrongly t(Obv)?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02028		NLLT	22	NA	2004	pp229–305	p299	130b	ex:∗ Wen1 kisi-wapolehl-ac-il t1 ?|who Perf-treat.wrongly-3Conj-PartObv|Who (Prox) did he (Prox) treat wrongly t(Obv)?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02029		NLLT	22	NA	2004	pp229–305	p299	132a	ex:Tehpu Maliw-ol1 kisi-wapolehl-ac-il t1 .|only M.-Obv Perf-treat.wrongly-3Conj-PartObv|He (Prox) only treated MARY (Obv) wrongly.												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02030		NLLT	22	NA	2004	pp229–305	p299	132b	ex:∗ Tehpu Mali1 kisi-wapolehl-ac-il t1 .|only M. Perf-treat.wrongly-3Conj-PartObv|He (Prox) only treated MARY (Prox) wrongly.												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02031		NLLT	22	NA	2004	pp229–305	p301	135a	ex:Wen1 t1 tehpu kesi-iyw-ac-il Piyel-ol?|who only IC.like-have-3Conj-PartObv P.-Obv|Who likes only Piyel?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02032		NLLT	22	NA	2004	pp229–305	p301	135b	ex:Wen-il1 tehpu niktok nemiy-ahtic-il t1 ?|who-Obv only those.An IC.see-3PConj-PartObv|Who did only they see?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02033		NLLT	22	NA	2004	pp229–305	p301	136	ex:[CP Who1 [ only they were [NP the ones [CP who saw t1 ] ] ] ] ?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02034		NLLT	22	NA	2004	pp229–305	p301	137a	ex:Wen-il tehpu skitapi-yik musal-ahtic-il?|who-Obv only man-3P like-3PConj-PartObv|Who do only men like?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02700		NLLT	22	NA	2004	pp95–126	p96	3	"ex:Jan czyta to, co Maria czyta. Light-Headed Relatives|Jan read this what Maria reads|Jan reads what Maria reads."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02701		NLLT	22	NA	2004	pp95–126	p97	4a	ex:Mary ißt das was (auch) John ißt. German|Mary eats that what also John eats.|Mary eats what John eats.												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02702		NLLT	22	NA	2004	pp95–126	p97	4b	ex:Marie eet dat wat Jan eet. Dutch|Marie eats that which Jan eats|Mary eats whtat John eats.												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02703		NLLT	22	NA	2004	pp95–126	p97	5a	ex:Jean lit ce qu’ il aime. French|Jean reads this that he likes|Jean reads what he likes.												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02704		NLLT	22	NA	2004	pp95–126	p97	5b	ex:He visto a la que me presentaste. Spanish|have-1sg seen to the that to.me introduced-2sg|I have seen the one that you have introduced to me.												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02705		NLLT	22	NA	2004	pp95–126	p98	XXb	"ex:Jan czyta to, co Maria czyta.|Jan reads this what Maria reads|John reads what Mary reads."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02706		NLLT	22	NA	2004	pp95–126	p98	XXc	"ex:Jan czyta tam, gdzie Maria czyta.|Jan reads there where Maria reads|John reads where Mary reads."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02707		NLLT	22	NA	2004	pp95–126	p98	XXf	"ex:Jan czyta dlatego, dlaczego Maria czyta.|Jan reads for.this for.what Maria reads|John reads for the same reason that Mary reads."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02708		NLLT	22	NA	2004	pp95–126	p98	XXb	"ex:Dam ci co´ s, co ci pomo˙ ze.|give-1sg you something what you help|I will give you something that will help you."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02709		NLLT	22	NA	2004	pp95–126	p99	XXb	"ex:Nie wiem nic, co by ci mogło pomo´ oc.|not know-1sg nothing what COND you could help|I know nothing that could help you."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02710		NLLT	22	NA	2004	pp95–126	p99	XXb	"ex:Pojade wszedzie, gdzie rosna magnolie.|go-1sg everywhere where grow magnolias|I will go wherever magnolias grow."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02711		NLLT	22	NA	2004	pp95–126	p104	19a	"ex:Nie czytam niczego, czego nie ma na li´ scie.|not read-1sg nothing what not is on list|I don’t read anything that is not on the list."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02712		NLLT	22	NA	2004	pp95–126	p104	19b	"ex:Czytam co´ s, co lubie.|read-1sg something what like-1sg|I am reading something I like."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02713		NLLT	22	NA	2004	pp95–126	p104	20	ex:Wezme [ktokolwiekNOM pierwszy przyjdzie]ACC|take-1sg whoever ﬁrst comes|I will take whoever shows up ﬁrst.												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02714		NLLT	22	NA	2004	pp95–126	p104	21	"ex:Wezme tegoACC , ktoNOM pierwszy przyjdzie.|take-1sg DEM who ﬁrst comes|I will take the one who shows up ﬁrst."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02715		NLLT	22	NA	2004	pp95–126	p107	26	"ex:Zapytam studenta, kto pierwszy przyjdzie.|ask-1sg student who ﬁrst comes-PERF|I will ask the student who comes ﬁrst."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02716		NLLT	22	NA	2004	pp95–126	p107	29	"ex:Widziałem chłopca, co złapał zajaca.|saw-1sg boy what caught hare|I saw a/the boy that caught a/the hare."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02717		NLLT	22	NA	2004	pp95–126	p108	32	"ex:To jest co´s, czego tu wczoraj nie było.|this is something what-GEN here yesterday not was.|This is something that wasn’t here yesterday."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02718		NLLT	22	NA	2004	pp95–126	p110	36a	"ex:Czytam to, co lubie.|read-1sg DEM what like-1sg|I read what I like."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02719		NLLT	22	NA	2004	pp95–126	p114	41a	"ex:Czytam to, co lubie.|read-1sg DEM what like-1sg|I read what I like."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02720		NLLT	22	NA	2004	pp95–126	p116	45a	ex:Jan s ´piewa.|Jan sings whatever Maria sings|John sings everything Mary sings.												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02721		NLLT	22	NA	2004	pp95–126	p118	48a	"ex:Czytam co´ s, co lubie.|read-1sg something what like-1sg|I am reading something I like."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02722		NLLT	22	NA	2004	pp95–126	p121	55	"ex:To jest ksiaz˙ ka, wczoraj kupiłam.|this is book-NOM yesterday bought-1sg|This is a book I bought yesterday."												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02723		NLLT	22	NA	2004	pp95–126	p122	57a	ex:Kto´ kogo zobaczyłam ...|somebody-NOM who-ACC saw-1sg|Somebody I saw ...												Constructed	file:Citko2004_Article_OnHeadedHeadlessAndLight-Heade.html
NLLT_02999		NLLT	22	NA	2004	pp127–177	p138	13a	ex:Constraint rankings for partial reduplication in Hopi.												Constructed	file:Crowhurst2004_Article_MoraAlignment.html
NLLT_03000		NLLT	22	NA	2004	pp127–177	p172	63a	ex:AFFIX ≤ σ:|The phonological exponent of an afﬁx is no larger than a|syllable.												Constructed	file:Crowhurst2004_Article_MoraAlignment.html
NLLT_03877		NLLT	22	NA	2004	pp481–526	p482	5	ex:Max1 glanced behind himself1 /him1 .												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03878		NLLT	22	NA	2004	pp481–526	p482	6	ex:Max1 saw a gun near himself1 /him1 .												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03879		NLLT	22	NA	2004	pp481–526	p482	7	ex:Max1 saw a picture of himself1 /him1 .												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03880		NLLT	22	NA	2004	pp481–526	p482	8	ex:Max1 likes jokes about himself1 /him1 .												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03881		NLLT	22	NA	2004	pp481–526	p485	12	ex:Pr.BBD : Pronouns must be A-free in their binding domain.												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03882		NLLT	22	NA	2004	pp481–526	p485	13	ex:Pr.BT hD : Pronouns must be A-free in their θ -domain.												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03883		NLLT	22	NA	2004	pp481–526	p486	15	ex:PRON: Avoid pronouns.												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03884		NLLT	22	NA	2004	pp481–526	p488	17	ex:Max1 wast zich1 /zichzelf1 .|Max washes SE/himself|Max1 washes himself1 .												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03885		NLLT	22	NA	2004	pp481–526	p488	18	ex:Max1 haat zichzelf1 /∗ zich1 .|Max hates himself/SE|Max1 hates himself1 .												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03886		NLLT	22	NA	2004	pp481–526	p488	19	ex:Max1 keek achter zich1 /∗ zichzelf1 .|Max glanced behind SE/himself|Max1 glanced behind himself1 .												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03887		NLLT	22	NA	2004	pp481–526	p489	22	"ex:Condition on A-Chains:|A maximal A-chain (α1 , ..., αn ) contains exactly one link – α1|– which is +R."												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03888		NLLT	22	NA	2004	pp481–526	p491	25	ex:SELF: Avoid complex anaphors.												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03889		NLLT	22	NA	2004	pp481–526	p492	28	"ex:REFLEXIVITY IN SD (Reﬂ.SD ):|If α is bound in its subject domain, α must be maximally|anaphoric."												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03890		NLLT	22	NA	2004	pp481–526	p494	XXc	ex:Max1 telde vijf toeristen in de kamer behalve|∗|zich1 /zichzelf1 /??hem1 .												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03891		NLLT	22	NA	2004	pp481–526	p501	43	"ex:REFLEXIVITY IN CD (Reﬂ.CD ):|If α is bound in its Case domain, α must be maximally|anaphoric."												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03892		NLLT	22	NA	2004	pp481–526	p501	46	ex:Jan1 hoorde zichzelf1 /zich1 /∗ hem1 zingen.|Jan heard himself/SE/him sing|Jan1 heard himself1 sing.												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03893		NLLT	22	NA	2004	pp481–526	p502	48	ex:Jan1 hörte sich selbst1 /sich1 /∗ ihn1 singen.|Jan heard himself/SE/him sing|Jan1 heard himself1 sing.												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03894		NLLT	22	NA	2004	pp481–526	p504	53	"ex:REFLEXIVITY IN RD (Reﬂ.RD ):|If α is bound in its root domain, α must be maximally ana-|phoric."												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03895		NLLT	22	NA	2004	pp481–526	p505	54	ex:illustrates.												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03896		NLLT	22	NA	2004	pp481–526	p507	58	"ex:REFLEXIVITY IN FD (Reﬂ.F D ):|If α is bound in its ﬁnite domain, α must be maximally|anaphoric."												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03897		NLLT	22	NA	2004	pp481–526	p507	59	"ex:REFLEXIVITY IN ID (Reﬂ.I D ):|If α is bound in its indicative domain, α must be maximally|anaphoric."												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03898		NLLT	22	NA	2004	pp481–526	p511	62	ex:SELF SE PRON R-EX.												Constructed	file:Fischer2004_Article_OptimalBinding.html
NLLT_03899		NLLT	22	NA	2004	pp481–526	p511	XXb	ex:Er1 mag ∗ Max1 /∗ ihn1 /sich1 /sich selbst1|He likes Max/him/SE/himself|Max1 likes himself1 .												Constructed	file:Fischer2004_Article_OptimalBinding.html
