ExampleID	Coder	Journal	Vol	No	Year	Pages	ExPg	ExNo	Example Sentence	Language	Argument	Predicate	GramFunction	ThetaRole	Gender	Number	Name?	Pronoun?	Content	Comments	ExType	Filename	
NLLT_08793		NLLT	20	NA	2002	pp413–450	p428	5a	ex:va chew-k|house make-REALIS|He built a house.												Constructed	file:Meir2002_Article_ACross-ModalityPerspectiveOnVe.html	
NLLT_08794		NLLT	20	NA	2002	pp413–450	p428	5b	ex:va ny-chew-i-k|house 3/1-make-BENEFECTIVE-REALIS|He built a house for me.												Constructed	file:Meir2002_Article_ACross-ModalityPerspectiveOnVe.html	
NLLT_08795		NLLT	20	NA	2002	pp413–450	p428	XXb	"ex:There are two main types of verbs in the language: verbs which|do not in?ect for agreement (plain verbs), and verbs which|agree (agreement verbs and spatial verbs)."												Constructed	file:Meir2002_Article_ACross-ModalityPerspectiveOnVe.html	
NLLT_09125		NLLT	20	NA	2002	pp101–156	p106	5	ex:Foot binarity|F T B IN: A foot must be binary at either the syllabic or moraic|level.												Constructed	file:OlaOrie-Pulleyblank2002_Article_YorubaVowelElisionMinimalityEf.html	
NLLT_09763		NLLT	20	NA	2002	pp623–689	p624	1a	"ex:Ames, as the FBI eventually discovered, was a spy. ‘CP-As’|b. Ames stole important documents, as the FBI said he had.|‘Predicate-As’"												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_09764		NLLT	20	NA	2002	pp623–689	p631	17	"ex:C OMPLEX DP I SLAND|a. ? Americans have a right to cheap gas, just as George espoused|his belief that the world should accept t."												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_09765		NLLT	20	NA	2002	pp623–689	p632	18	"ex:Wh-I SLAND|?|a. Chuck rides a unicycle, just as Sue asked me whether I knew t."												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_09766		NLLT	20	NA	2002	pp623–689	p633	23a	"ex:[Fix the car]1 , I wonder whether he will t1 .|b. He said he ?xed the car, which1 they had earlier asked him|whether he would t1 ."												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_09767		NLLT	20	NA	2002	pp623–689	p636	31a	"ex:Ames stole the document, as the spy who tried to attested t.|b. Ames stole the document, as Chuck claimed t before the enemy|did ."												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_09768		NLLT	20	NA	2002	pp623–689	p637	31b	"ex:? [Abuse my ferret] , I refused to accept that he could t even after seeing him|4 4|t4 ."												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_09769		NLLT	20	NA	2002	pp623–689	p638	34	ex:Clyde plon tha naakh aan yaa .rai?|Clyde rob bank how.QUES|How did Clyde rob the bank?												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_09770		NLLT	20	NA	2002	pp623–689	p638	35	"ex:Th u .rian a.roy yaa th ii kh on ee.ch ian laai kh on ruu.|durians delicious, as C Asians many CLASS. know|Durians are delicious, as many Asians know."												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_09771		NLLT	20	NA	2002	pp623–689	p639	38a	"ex:Buzz has been ?ying longer than has Chuck (? been (?ying)).|b. By the end of the trip, Klaus will have seen many bats, as will|Eddie (? have (seen))."												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_09772		NLLT	20	NA	2002	pp623–689	p646	55	"ex:She sent, as you said, her loving father a request for funds."												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_09773		NLLT	20	NA	2002	pp623–689	p646	56	ex:She sent recently her loving father a request for funds.												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_09774		NLLT	20	NA	2002	pp623–689	p652	67	"ex:Tito, as you know, paid to visit the moon.|a. (67) conventionally implicates that you know Tito visited the|moon."												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_09775		NLLT	20	NA	2002	pp623–689	p662	86a	"ex:James believes that, as you said, space has four dimensions.|b. James was certain ten years ago that, as Wiles proved the other|day, Fermat’s Last Theorem is correct."												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_09776		NLLT	20	NA	2002	pp623–689	p663	88	"ex:[PP1 As the senator asserted on Monday], Ames sold, [PP2 as his|wife had admitted by that Wednesday], many vital secrets to the|enemy."												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_09777		NLLT	20	NA	2002	pp623–689	p678	120a	"ex:No one in the department stole the ?le, as Joe alleged.|b. [CP [NegP NEG [IP someone in the department stole the ?le]]]|c."												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_09778		NLLT	20	NA	2002	pp623–689	p679	121	ex:Some men aren’t chauvinists – all men are chauvinists.												Constructed	file:Potts2002_Article_TheSyntaxAndSemanticsOfAs-pare.html	
NLLT_10526		NLLT	20	NA	2002	pp691–724	p692	2	ex:Henni var kalt|her(D) was cold|She was freezing.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10527		NLLT	20	NA	2002	pp691–724	p692	3	ex:Hana vantaði vinnu|her(A) lacked job(A)|She lacked/needed a job.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10528		NLLT	20	NA	2002	pp691–724	p692	4	ex:Hennar var saknað|her(G) was missed|She was missed.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10529		NLLT	20	NA	2002	pp691–724	p694	7	ex:Mir ist kalt|me(D) is cold|I am freezing.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10530		NLLT	20	NA	2002	pp691–724	p694	8	ex:Mir wurde geholfen|me(D) was helped|I was helped (by somebody).												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10531		NLLT	20	NA	2002	pp691–724	p695	13	ex:Mne legko govorit’ po-russki|me(D) easy to.speak in Russian|It is easy for me to speak Russian.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10532		NLLT	20	NA	2002	pp691–724	p695	14	ex:Mne uxodit’|me(D) to.leave|I have to leave.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10533		NLLT	20	NA	2002	pp691–724	p697	16	ex:Im ne na? cat’ rabotat’ odnim|them(D) not to.begin to.work alone(D)|It is not (in the cards) for them to begin to work alone.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10534		NLLT	20	NA	2002	pp691–724	p700	32	ex:Takim ljudjam ne rabotat’ odnim|such people(D) not to.work alone|It is not (in the cards) for such people to work alone.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10535		NLLT	20	NA	2002	pp691–724	p700	33	ex:Viktor glup|Victor(N) stupid(short form)|Victor is stupid.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10536		NLLT	20	NA	2002	pp691–724	p700	34	ex:Viktor byl glupym|Victor(N) was(M.SG) stupid(IM)|Victor was stupid.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10537		NLLT	20	NA	2002	pp691–724	p701	36	ex:Mne uxodit’|me(D) to.leave|I have to leave.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10538		NLLT	20	NA	2002	pp691–724	p701	37	ex:Mne bylo uxodit’|me(D) was(N.SG) to.leave|I had to leave.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10539		NLLT	20	NA	2002	pp691–724	p701	38	ex:M´ er ber að fara|me(D) bears to leave|I have to leave / It is my duty to leave.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10540		NLLT	20	NA	2002	pp691–724	p702	32	ex:Takim ljudjam ne rabotat’ odnim|such people(D) not to.work alone|It is not (in the cards) for such people to work alone.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10541		NLLT	20	NA	2002	pp691–724	p702	41	ex:Svona f´ olki ber ekki að vinna einu|such people(D) bears not to work alone|It is not for such people to work alone.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10542		NLLT	20	NA	2002	pp691–724	p703	44	ex:Takomu professoru ne nužno deneg|such professor(D) [is] not necessary(N.SG) money(G)|That kind of professor doesn’t need money.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10543		NLLT	20	NA	2002	pp691–724	p703	45	ex:Borisu bylo veselo|Boris(D) was(N.SG) merry(N.SG)|Boris had fun.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10544		NLLT	20	NA	2002	pp691–724	p704	46	ex:Toj rukopisi ne byt’ opublikovannoj|that manuscript(DF.SG) not to.be published(IF.SG)|It is not (in the cards) for that manuscript to be published.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10545		NLLT	20	NA	2002	pp691–724	p705	49	"ex:SECONDARY AGREEMENT, i.e., non-predication-bounded agree-|ment of a secondary adjectival or participial predicate with an|‘antecedent’."												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10546		NLLT	20	NA	2002	pp691–724	p705	50	ex:Mennirnir hafa sennilega verið drukknir|men.the(NM.PL) have(3PL) probably been drunk(NM.PL)|The men have probably been drunk.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10547		NLLT	20	NA	2002	pp691–724	p705	51	ex:Konan hefur oft verið kosin|woman.the(NF.SG) has(3SG) often been elected(NF.SG)|The woman has often been elected.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10548		NLLT	20	NA	2002	pp691–724	p705	54	ex:Mennirnir vonuðust til [að verða kosnir]|men.the(NM.PL) hoped for to be elected(NM.PL)|The men hoped to be elected.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10549		NLLT	20	NA	2002	pp691–724	p707	57	ex:Konan hefur oft verið kosin|woman.the(NF.SG) has (3SG) often been elected(NF.SG)|The woman has often been elected.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10550		NLLT	20	NA	2002	pp691–724	p707	62	ex:Stelpurnar höfðu verið illar|girls.the(NF.PL) had(3PL) been bad(NF.PL)|The girls had been angry.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10551		NLLT	20	NA	2002	pp691–724	p708	65	ex:Stelpunum hafði verið illt|girls.the(D) had(3SG) been bad(N/AN.SG)|The girls had been ill/felt badly.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10552		NLLT	20	NA	2002	pp691–724	p708	66	ex:Stelpunni voru gefnir hestarnir|girl.the(DF.SG) were(3PL) given(NM.PL) horses.the(NM.PL)|The girl was given the horses.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10553		NLLT	20	NA	2002	pp691–724	p708	68	ex:I að erum bara við|it are(1PL) only we(N)|It is only us.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10554		NLLT	20	NA	2002	pp691–724	p710	76	ex:Henni leið illa drukkinni|her(DF.SG) felt(3SG) badly drunk(DF.SG)|She felt bad (when) drunk.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10555		NLLT	20	NA	2002	pp691–724	p710	78	ex:Henni leið illa sem presti/prestur|her(DF.SG) felt(3SG) badly as priest(D/N)|She was unhappy as a priest.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10556		NLLT	20	NA	2002	pp691–724	p713	87	"ex:ICELANDIC PRIMARY AGREEMENT is crucially predication-bounded|and contingent on nominative case; hence, non-nominative|arguments never control primary agreement in Icelandic."												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10557		NLLT	20	NA	2002	pp691–724	p713	89	ex:Toj rukopisi ne byt’ opublikovannoj|that manuscript(DF.SG) not to.be published(IF.SG)|It is not (in the cards) for that manuscript to be published.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10558		NLLT	20	NA	2002	pp691–724	p714	91	ex:Ivan ne xo?cet [prijti domoj p’janym]|Ivan(NM.SG) not wants to.come home drunk(IM.SG)|Ivan does not want to come home drunk.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10559		NLLT	20	NA	2002	pp691–724	p714	92	ex:Ja proposil Ivana [ne prixodit’ p’janym]|I(N) asked Ivan(AM.SG) not to.come drunk(IM.SG)|I asked Ivan not to come drunk.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10560		NLLT	20	NA	2002	pp691–724	p714	93	ex:Boris sdelal vse vozmožnoe [? ctoby PRO rabotat’ odnomu]|Boris(N) did all possible in.order PRO to.work alone(D)|Boris did everything possible to work alone.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10561		NLLT	20	NA	2002	pp691–724	p717	93	ex:Boris sdelal vse vozmožnoe [? ctoby PRO rabotat’ odnomu]|Boris(N) did all possible in.order PRO to.work alone(D)|Boris did everything possible to work alone.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10562		NLLT	20	NA	2002	pp691–724	p717	101	ex:Boris rabotaet odin|Boris(N) works alone(N)|Boris works alone.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10563		NLLT	20	NA	2002	pp691–724	p718	104	ex:Ljuda priexala pokupat’ maslo sama/? samoj|Ljuda(N) came to.buy butter herself(N/? D)|Ljuda came to buy the butter herself.												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10564		NLLT	20	NA	2002	pp691–724	p720	108	"ex:Ja znaju, emu nravimsja my|I know him(D) like(1PL) we(N)|I know that he likes us."												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10565		NLLT	20	NA	2002	pp691–724	p720	109	"ex:Ja znaju, emu nravites’ vy|I know him(D) like(2PL) you(NPL)|I know that he likes us."												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_10566		NLLT	20	NA	2002	pp691–724	p720	110	"ex:Ja znaju, emu nravjatsja oni|I know him(D) like(3PL) they(N)|I know that he likes them."												Constructed	file:SigurDsson2002_Article_ToBeAnObliqueSubjectRussianVsI.html	
NLLT_11453		NLLT	20	NA	2002	pp725–758	p726	1a	ex:i porta-la denti.|SCL bring(1sg)-it inside|I’m bringing it inside.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11454		NLLT	20	NA	2002	pp725–758	p726	1b	ex:i porti denta-la.|SCL bring(1sg) inside-it|I’m bringing it inside.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11455		NLLT	20	NA	2002	pp725–758	p726	2a	ex:i moengia-la denti.|SCL eat(1sg)-it inside|I’m eating it inside.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11456		NLLT	20	NA	2002	pp725–758	p727	3a	ex:I porti la torta.|SCL bring(1sg) the cake|I’m bringing the cake.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11457		NLLT	20	NA	2002	pp725–758	p728	3b	ex:i porta-la.5|SCL bring(1sg)-it(fem.sg)|I’m bringing it.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11458		NLLT	20	NA	2002	pp725–758	p729	XXb	ex:i porti mi-lla.7|SCL bring(1sg) NEG-it|I’m not bringing it.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11459		NLLT	20	NA	2002	pp725–758	p729	6a	ex:i vœnghi Maria gi` a da dü agni.|SCL see(1sg) Maria already of two years|I’ve already been seeing Maria for two years.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11460		NLLT	20	NA	2002	pp725–758	p729	6b	ex:i vangumma gi` a-nni da dü agni.|SCL see(1pl) already-us of two years|We’ve already been seeing each other for two years.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11461		NLLT	20	NA	2002	pp725–758	p729	7a	ex:i vœnghi piö la mata.|SCL see(1sg) anymore the girl|I don’t see the girl anymore.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11462		NLLT	20	NA	2002	pp725–758	p730	8	ex:i mœngi piö-nnu.9|SCL eat(1sg) anymore-of.them|I’m not eating anymore of them.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11463		NLLT	20	NA	2002	pp725–758	p730	9	ex:i mœngiu-nu piö|SCL eat(1sg)-of.them anymore|I’m not eating anymore of them.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11464		NLLT	20	NA	2002	pp725–758	p730	10	ex:i mœngiu-nu.|SCL eat(1sg)-of.them|I’m eating some of them.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11465		NLLT	20	NA	2002	pp725–758	p731	11a	ex:i faga-la ns´ e.|SCL do(1sg)-it like.so|I’m doing it like this.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11466		NLLT	20	NA	2002	pp725–758	p731	12a	ex:i trata-lu mal.|SCL treat(1sg)-him badly|I treat him badly.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11467		NLLT	20	NA	2002	pp725–758	p731	13	"ex:dopu sceni, i mœngi sempri la torta.|after dinner SCL eat(1sg) always the cake|After dinner, I always eat cake."												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11468		NLLT	20	NA	2002	pp725–758	p731	14a	ex:i mœngia-la sempri.|SCL eat(1sg)-it always|I always eat it.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11469		NLLT	20	NA	2002	pp725–758	p732	15	ex:Parlar-gli sarebbe un errore.|to.speak-him would-be a mistake|To speak to him would be a mistake.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11470		NLLT	20	NA	2002	pp725–758	p732	16	ex:Lui parler serait une erreur.|to-him to.speak would-be a mistake|To speak to him would be a mistake.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11471		NLLT	20	NA	2002	pp725–758	p733	19	ex:en ben parlar ...|of.it well to.speak|To speak well of it ...												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11472		NLLT	20	NA	2002	pp725–758	p734	21	ex:i porta-la.|SCL bring(1sg)-it(fem.sg)|I’m bringing it.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11473		NLLT	20	NA	2002	pp725–758	p734	22	ex:i porti mi-lla.|SCL bring(1sg) NEG-it|I’m not bringing it.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11474		NLLT	20	NA	2002	pp725–758	p735	24a	ex:durm` ? piö sarissi brüttu.|to.sleep anymore would.be horrible|To not sleep anymore would be bad.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11475		NLLT	20	NA	2002	pp725–758	p739	34a	"ex:Lui non ha pi` u sempre vinto, da allora.|he NEG has more always won, since then (my gloss)|He has not any longer always won, since then."												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11476		NLLT	20	NA	2002	pp725–758	p744	38a	ex:i o vüstu la torta.|SCL have(1sg) seen the cake|I saw the cake.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11477		NLLT	20	NA	2002	pp725–758	p744	38b	ex:i o vüsta-la|SCL have(1sg) seen-it(fem.sg)|I saw it.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11478		NLLT	20	NA	2002	pp725–758	p744	39a	ex:i o piö vüsta-la|SCL have(1sg) anymore seen-her|I haven’t seen her anymore.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11479		NLLT	20	NA	2002	pp725–758	p745	41	ex:i o vüst piö-lla.|SCL have(1sg) seen anymore-her|I haven’t seen her anymore.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11480		NLLT	20	NA	2002	pp725–758	p745	42	ex:i o vüsta-la piö.|SCL have(1sg) seen-her anymore|I haven’t seen her anymore.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11481		NLLT	20	NA	2002	pp725–758	p746	43a	ex:i porti denta-la|SCL bring(1sg) inside-it|I’m bringing it inside.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11482		NLLT	20	NA	2002	pp725–758	p746	XXc	ex:i mötti sö-llu.|SCL put(1sg) on-it|I’m putting it on top.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11483		NLLT	20	NA	2002	pp725–758	p746	XXd	ex:tal porti vi-llu.|SCL bring(2sg) away-it|You’re bringing it away.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
NLLT_11484		NLLT	20	NA	2002	pp725–758	p747	44a	ex:? i porta-la denti.|SCL bring(1sg)-it inside|I’m bringing it inside.												Constructed	file:Tortora2002_Article_RomanceEnclisisPrepositionsAnd.html	
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
