ExampleID	Coder	Journal	Vol	No	Year	Pages	ExPg	ExNo	Example Sentence	Language	Argument	Predicate	GramFunction	ThetaRole	Gender	Number	Name?	Pronoun?	Content	Comments	ExType	Filename																																																																																																																																																																																																																																									
NLLT_01009		NLLT	30	NA	2012	pp381–423	p396	45	"ex:Although he hasn’t tried to kiss Sally, he has___Mary."												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01010		NLLT	30	NA	2012	pp381–423	p396	47	ex:John visited every prisoneri after hisi lawyer did___.												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01011		NLLT	30	NA	2012	pp381–423	p397	48	ex:The man saw the woman.												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01012		NLLT	30	NA	2012	pp381–423	p399	52	ex:Deletion occurs when the phrase merges.												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01013		NLLT	30	NA	2012	pp381–423	p401	53	"ex:John visited Sally, but Susan was not___."												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01014		NLLT	30	NA	2012	pp381–423	p401	55	"ex:This problem was to have been looked into, but obviously nobody did <look|into this problem>.|vs."												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01015		NLLT	30	NA	2012	pp381–423	p403	61a	ex:Fred was bitten by the lovebug.|b. Obama is loved by all.|c. Fred was recognized by many people.												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01016		NLLT	30	NA	2012	pp381–423	p405	65	"ex:The lake might freeze, and the river might do___as well."												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01017		NLLT	30	NA	2012	pp381–423	p406	67	"ex:Although he doesn’t seem to eat mussels, he does___clams."												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01018		NLLT	30	NA	2012	pp381–423	p407	26	"ex:Although he didn’t give books to Sally, he did___magazines."												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01019		NLLT	30	NA	2012	pp381–423	p408	74	ex:Some man read every book.												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01020		NLLT	30	NA	2012	pp381–423	p411	79a	ex:John likes pizza.|b. It is obvious that John likes pizza.|c. There are ?ve people in the room.												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01021		NLLT	30	NA	2012	pp381–423	p411	80	ex:Il est allé l’homme.|it is gone the man|‘The man is gone.’												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01022		NLLT	30	NA	2012	pp381–423	p411	82	ex:There are ?ve people in the room.												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01023		NLLT	30	NA	2012	pp381–423	p412	84	ex:Sally was bitten by werewolves.												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01024		NLLT	30	NA	2012	pp381–423	p413	87	ex:It is obvious that Fred is crazy.												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01025		NLLT	30	NA	2012	pp381–423	p418	4a	"ex:Bill would prefer to leave, and Fred would prefer to do so as well.|b. I wouldn’t mind Bill’s leaving, but I would mind Fred’s doing so.|c. He’ll leave tomorrow, and I’ll do so today."												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01026		NLLT	30	NA	2012	pp381–423	p419	5	ex:Mtsikana a-na-chit-its-a kuti mtsuko u-gw-e.|girl do-cause that waterpot fall|‘The girl caused that waterpot to fall.’												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01820		NLLT		NA	2012	NA	NA	1a	ex:Alex zerbrach Chris Bens Vase. German|Alex broke Chris.Dat Ben’s vase|‘Alex broke Ben’s vase on Chris.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01821		NLLT		NA	2012	NA	NA	XXc	ex:Sachi-ga Masa-ni Aiko-no kabin-o kowas-are-ta. Japanese|Sachi-Nom Masa-by Aiko-Gen vase-Acc break-Aff-Past|‘Masa broke Aiko’s vase on Sachi.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01822		NLLT		NA	2012	NA	NA	XXd	ex:Hem kol ha-zman mitxatnim li. Hebrew|they all the-time marry to-me|‘They are getting married on me all the time (and it bothers me).’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01823		NLLT		NA	2012	NA	NA	4a	"ex:We invited Louis, the king of France.|b. Which country did you invite the king of?|c. *Which country did you invite Louis, the king of?"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01824		NLLT		NA	2012	NA	NA	7a	"ex:We didn’t invite the king of FRANCE(, we invited the king of SPAIN).|b. *We didn’t invite Louis, the king of FRANCE(, we invited Louis, the|king of SPAIN)."												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01825		NLLT		NA	2012	NA	NA	8	"ex:Did you invite Louis, the king of France?"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01826		NLLT		NA	2012	NA	NA	XXb	ex:* Chelswu-ka Sunhee-lul cha-lul cha-ass-ta.|Chelswu-Nom Sunhee-Acc car-Acc kick-Past-Decl|‘Chelswu kicked Sunhee’s car.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01827		NLLT		NA	2012	NA	NA	12	ex:Chelswu-ka sap-ul caru-lul cap-ass-ta.|Chelswu-Nom shovel-Acc handle-Acc grab-Past-Decl|‘Chelswu grabbed the handle of the shovel.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01828		NLLT		NA	2012	NA	NA	13	ex:Chelswu-ka Sunhee-lul son-ul cap-ass-ni?|Chelswu-Nom Sunhee-Acc hand-Acc grab-Past-Q|‘Did Chelswu grab Sunhee by the hand?’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01829		NLLT		NA	2012	NA	NA	14	ex:Chelswu-ka nwukwu-lul son-ul cap-ass-ni?|Chelswu-Nom who-Acc hand-Acc grab-Past-Q|‘Who did Chelswu grab by the hand?’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01830		NLLT		NA	2012	NA	NA	16	"ex:Malqut’m-u-ij-ek Pas’may-al w-iluek.|eat-Benef-3Subj/1Obj-Past Pasmay-Obv 3Poss-food|‘He ate Pasmay’s food for me.’ (e.g., I asked him to)"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01831		NLLT		NA	2012	NA	NA	17	ex:Kisi-mk’n’m-u-ap’ni’l wasuek-ji’j-kl w-utj-aq.|Past-pick-Benef-3Subj/ObvObj.Past ?ower-Dim-InanP 3-father-Absent|‘He had picked some ?owers for his late father.’ (father can be dead at time												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01832		NLLT		NA	2012	NA	NA	18	ex:Wen elukwat’m-as p k-utepaq’n?|who ?x-Benef.2Subj/3Obj.Past 2-vehicle|‘Who did you ?x your car for?’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01833		NLLT		NA	2012	NA	NA	22	ex:Du sollst mir dem Papa die Schuhe putzen. German|you shall me.Dat the dad the shoes clean|‘You shall clean the shoes for dad and I want this to happen.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01834		NLLT		NA	2012	NA	NA	24	ex:Du sollst mir nicht wieder fernsehen! German|you shall me.Dat not again watch.television|‘You shall not watch TV again and I want this to come true.’ (*‘You shall												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01835		NLLT		NA	2012	NA	NA	XXb	"ex:Komm pünktlich nach Hause, und du bekommst 100Euro!|come on.time to home and you get 100Euro|‘Come home on time and you will get 100 Euros!’"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01836		NLLT		NA	2012	NA	NA	27a	ex:Alex zerbrach Chris Bens Vase. German|Alex broke Chris.Dat Ben’s vase|‘Alex broke Ben’s vase on Chris.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01837		NLLT		NA	2012	NA	NA	XXc	ex:Sachi-ga Masa-ni Aiko-no kabin-o kowas-are-ta. Japanese|Sachi-Nom Masa-by Aiko-Gen vase-Acc break-Aff-Past|‘Masa broke Aiko’s vase on Sachi.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01838		NLLT		NA	2012	NA	NA	28a	ex:I-a lexuam testament-in burr-it të vjetër.|3S.Dat-3S.Acc read.1P will-Def.Acc man-Def.Dat AD old|‘We read the old man’s will on him.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01839		NLLT		NA	2012	NA	NA	28b	"ex:# Dann starb ihm auch seine Mutter.|then died him.Dat also his mother|‘Then his mother died on him, too.’"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01840		NLLT		NA	2012	NA	NA	30a	ex:Alex zerbrach Chris Bens Vase nicht. German|Alex broke Chris.Dat Ben’s vase Neg|‘Alex didn’t break Ben’s vase on Chris.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01841		NLLT		NA	2012	NA	NA	30b	ex:Dritani-t nuk i vdiq Besa. Albanian|Dritan-Dat Neg 3S.Dat died Besa.Nom|‘Besa didn’t die on Dritan.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01842		NLLT		NA	2012	NA	NA	31a	"ex:Zerbrach Alex Chris Bens Vase? German|broke Alex Chris.Dat Ben’s vase|‘Did Alex break Ben’s vase on Chris?’ (If Alex broke it, it would mat-"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01843		NLLT		NA	2012	NA	NA	32a	ex:Wem hat Alex Bens Vase zerbrochen? German|who.Dat has Alex Ben’s vase broken|‘On whom did Alex break Ben’s vase?’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01844		NLLT		NA	2012	NA	NA	33	ex:Ich habe jedem Jungen1 seine1 Vase zerbrochen. German|I have every.Dat boy his vase broken|‘I broke his1 vase on every boy1 .’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01845		NLLT		NA	2012	NA	NA	34	ex:I-a theva çdo djal-it1 saksinë e tij1 . Albanian|3S.Dat-3S.Acc broke.1S every boy-Dat vase.Acc AD his|‘I broke his1 vase on every boy1 .’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01846		NLLT		NA	2012	NA	NA	38	ex:Alex zerbrach Chris Bens Vase.|Alex broke Chris.Dat Ben’s vase|‘Alex broke Ben’s vase on Chris.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01847		NLLT		NA	2012	NA	NA	40	ex:Ich habe dem Peter seinen Vater gesehen.|I have the.Dat Peter his father seen|‘I have seen Peter’s father.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01848		NLLT		NA	2012	NA	NA	41a	ex:Dennis installierte seinem Freund das Programm.|Dennis installed his.Dat friend the program|‘Dennis installed the program for his friend.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01849		NLLT		NA	2012	NA	NA	41b	ex:Dennis installierte seinem Freund das Programm nicht.|Dennis installed his.Dat friend the program Neg|‘Dennis didn’t install the program for his friend.’ (Possible Reading:												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01850		NLLT		NA	2012	NA	NA	42	ex:Installierte Dennis seinem Freund das Programm?|installed Dennis his.Dat friend the program|‘Did Dennis install the program for his friend?’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01851		NLLT		NA	2012	NA	NA	43	ex:Lob mir den Anzug!|praise me.Dat the suit|‘Praise the suit and I want this to happen!’ or ‘Praise the suit on me!’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01852		NLLT		NA	2012	NA	NA	44	"ex:Ha-yalda kilkela l -Dan ‘et ha-radio.|the-girl spoiled to-Dan ACC the-radio|‘The girl broke Dan’s radio.’ (Borer and Grodzinsky 1986, ex. (12a))"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01853		NLLT		NA	2012	NA	NA	45	ex:Hem kol ha-zman mitxatnim li.|they all the-time marry to-me|‘They are getting married on me all the time (and it bothers me).’ (Borer												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01854		NLLT		NA	2012	NA	NA	46	"ex:Im hem yitxatnu li, Rina titen la’hem 100 dolar.|if they will.marry to.me Rina will.give to.them 100 dollar|‘If they marry on me, Rina will give them $100.’ (They will get $100 if"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01855		NLLT		NA	2012	NA	NA	47	"ex:Im ha-yalda tishbor l -Dan ’et ha-radio, ani eten leha $100.|If the-girl break to-Dan ACC the-radio, I give you $100|‘If the girl breaks Dan’s radio, I’ll give you $100.’ (I do not have to pay if"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01856		NLLT		NA	2012	NA	NA	48	"ex:Ha-po’alimi ’avdu lahemi .|the-workers worked to-them|‘The workers worked leisurely.’ (Borer and Grodzinsky 1986, ex. (27c))"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01857		NLLT		NA	2012	NA	NA	49	ex:Sachi-ga Masa-ni Aiko-no kabin-o kowas-are-ta.|Sachi-Nom Masa-by Aiko-Gen vase-Acc break-Aff-Past|‘Masa broke Aiko’s vase on Sachi.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01858		NLLT		NA	2012	NA	NA	50	ex:Sachi-ga Masa-ni Aiko-no kabin-o kowashite-morat-ta.|Sachi-Nom Masa-Dat Aiko-Gen vase-Acc break-Benef-Past|‘Sachi bene?ted from Masa breaking Aiko’s vase.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01859		NLLT		NA	2012	NA	NA	51	"ex:Taro-ga (kaze-ni) boushi-o hukitobas-are-ta.|Taro-Nom wind-by hat-Acc blow-Pass-Past|‘Taro had the wind blow his hat off.’ (Kubo 1992, ex. (5a))"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01860		NLLT		NA	2012	NA	NA	XXb	ex:# Kono-chawan-ga ningen-kokuho-ni shin-rare-ta.|this-teacup-Nom human-national.treasure-Dat die-Aff-Past|‘This teacup had a human-national-treasure die on it.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01861		NLLT		NA	2012	NA	NA	54	"ex:[Hanako-no suutsukeesu]-ga basu-ni doro-o haner-are-ta.|[Hanako-Gen suitcase]-Nom bus-Dat mud-Acc splash-Aff-Past|‘Hanako’s suitcase was splashed mud by the bus.’ (Dubinsky 1997, ex."												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01862		NLLT		NA	2012	NA	NA	55	"ex:Ano-ie-wa mochinushi-ni shin-are-te irai, akiya-da.|that-house-Top owner-Dat die-Aff-Ger since, vacant-Cop|‘That house has been vacant since it had its owner die on it.’"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01863		NLLT		NA	2012	NA	NA	56	ex:Ano-ie-wa kanashi-soo-da.|that-house-Top sad-Evid-Cop|‘That house is sad (based on what the speaker sees).’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01864		NLLT		NA	2012	NA	NA	57	"ex:* Hodoo-ga basu-ni doro-o haner-are-ta.|sidewalk-Nom bus-Dat mud-Acc splash-Aff-Past|‘The sidewalk had mud splashed on it by the bus.’ (Dubinsky 1997, ex."												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01865		NLLT		NA	2012	NA	NA	20	"ex:)|=A bus splashed mud on the sidewalk, and this mattered to it (=the side-|walk)."												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01866		NLLT		NA	2012	NA	NA	XXb	ex:Tokyo-tawaa-ga Gojira-ni hakais-are-ta.|Tokyo-tower-Nom Godzilla-by destroy-Pass-Past|‘The Tokyo tower was destroyed by Godzilla.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01867		NLLT		NA	2012	NA	NA	64	ex:Alex zerbrach Chris Bens Vase. German|Alex broke Chris.Dat Ben’s vase|‘Alex broke Ben’s vase on Chris.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01868		NLLT		NA	2012	NA	NA	65	ex:Alex zerbrach Chris Bens Vase. German|Alex broke Chris.Dat Ben.Gen vase.Acc|‘Alex broke Ben’s vase and...												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01869		NLLT		NA	2012	NA	NA	66	ex:Sachi-wa Masa-ni Aiko-no kabin-o kowas-are-ta. Japanese|Sachi-Top Masa-Dat Aiko-Gen vase-Acc break-Aff-Past|‘Sachi had Masa break Aiko’s vase on him and...												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01870		NLLT		NA	2012	NA	NA	67	ex:Alex zerbrach Chris Bens Vase.|Alex broke Chris.Dat Ben.Gen vase.Acc|‘Alex broke Ben’s vase on Chris.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01871		NLLT		NA	2012	NA	NA	70	ex:Sachi-ga Masa-ni Aiko-no kabin-o kowas-are-ta.|Sachi-Nom Masa-Dat Aiko-Gen vase-Acc break-Aff-Past|‘Masa broke Aiko’s vase on Sachi.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01872		NLLT		NA	2012	NA	NA	73	"ex:rare [ AFFECTEE [ EVENTUALITY _ ]] (Kitagawa and Kuroda 1992, ex."												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01873		NLLT		NA	2012	NA	NA	78	ex:Lisa zerbrach Martin das Puzzle wieder. German|Lisa broke Martin.Dat the puzzle again|‘Lisa broke the puzzle on Martin again.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01874		NLLT		NA	2012	NA	NA	80	ex:Sachi-ga Masa-ni sono-pazuru-o mata kowas-are-ta. Japanese|Sachi-Nom Masa-Dat that-puzzle-Acc again break-Aff-Pst|‘Sachi had Masa break the puzzle on her again.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01875		NLLT		NA	2012	NA	NA	82	ex:Rina pit’om lavsha lo simla megunderet?|Rina suddenly put.on to.him dress fancy|‘Did Rina suddenly put on a fancy dress on him?’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01876		NLLT		NA	2012	NA	NA	83	"ex:* L -mi hem mitxatnim kol ha-zman?|to-who they marry all the-time|‘On who do they marry all the time?’ (Borer and Grodzinsky 1986,"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01877		NLLT		NA	2012	NA	NA	84	"ex:Im hem yitxatnu li, Rina titen la’hem 100 dolar.|if they will.marry to.me Rina will.give to.them 100 dollar|‘If they marry on me, Rina will give them $100.’"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01878		NLLT		NA	2012	NA	NA	86	ex:Rina lavsha li simla megunderet.|Rina put.on to.me dress fancy|‘Rina put on a fancy dress on me.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01879		NLLT		NA	2012	NA	NA	87	ex:Hem kol ha-zman mitxatnim li.|they all the-time marry to-me|‘They are getting married on me all the time (and it bothers me).’ (Borer												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01880		NLLT		NA	2012	NA	NA	92	"ex:Si Elmer lui dévalise deux banques, je te donnerai $100.|if Elmer 3S.Dat rob two banks I you will.give $100|‘If Elmer robs two banks on him/her, I will give you $100.’"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01881		NLLT		NA	2012	NA	NA	XXb	"ex:Ha-yaldai ya? sva lai . Hebrew|the-girl sat to-her|‘The girl sat leisurely.’ (Borer and Grodzinsky 1986, ex. (27b))"												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01882		NLLT		NA	2012	NA	NA	XXb	ex:* L mii Ranii bana ’armonot ba’xol? Hebrew|to-whom Rani build castles in.the.sand|‘To whoi did Ranii build castles in the sand?’ (Borer and Grodzinsky												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01883		NLLT		NA	2012	NA	NA	XXb	ex:* Ranii yašav l -Dinaj / l -’acmoi . Hebrew|Rani sat to-Dina/ to-himself|‘Rani sat to Dina/ (leisurely) to himself.’ (Borer and Grodzinsky												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01884		NLLT		NA	2012	NA	NA	99	ex:Every man’s mother-in-law thinks that the poor bastard is a good-for-nothing.												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01885		NLLT		NA	2012	NA	NA	105	ex:Le gosse lui a gribouillé sur tous les murs.|the kid her-Dat has scribbled on all the walls|‘The kid scribbled all over the walls on her.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01886		NLLT		NA	2012	NA	NA	106	ex:Bir-i m’a kafshoi Bes-ën.|son-the.Nom 1S.Dat-3S.Acc bit Besa-Acc|‘The son bit Besa on me.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01887		NLLT		NA	2012	NA	NA	XXb	ex:* Der Korb enthielt ihm zwei Schlangen.|the basket contained him.Dat two snakes|‘The basket contained two snakes on him.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01888		NLLT		NA	2012	NA	NA	XXb	ex:Agim-i i mban Drit-ës çanten timë.|Agim-Nom 3S.Dat hold Drita-Dat bag.Acc my|‘Agim holds my bag on Drita.’												Constructed	file:Bosse2012_Article_AffectedExperiencers.html																																																																																																																																																																																																																																									
NLLT_01940		NLLT	30	NA	2012	pp1–31	p6	XXc	"ex:* BOOK ‘object classi?er ’ + MOVE FINISH [object classi?er|predicate]|‘Book, stop falling on your side!’"												Constructed	file:Brentari2012_Article_WhenDoesASystemBecomePhonologi.html																																																																																																																																																																																																																																									
NLLT_01941		NLLT	30	NA	2012	pp1–31	p6	XXd	ex:BOOK ‘handling classi?er ’ + MOVE FINISH [handling classi-|?er predicate]|‘Stop putting the book on its side!’												Constructed	file:Brentari2012_Article_WhenDoesASystemBecomePhonologi.html																																																																																																																																																																																																																																									
NLLT_01942		NLLT	30	NA	2012	pp1–31	p6	XXc	ex:BOOK ‘object classi?er ’ + MOVE + distributive [object classi?er|predicate]|‘Each book fell on its side.’												Constructed	file:Brentari2012_Article_WhenDoesASystemBecomePhonologi.html																																																																																																																																																																																																																																									
NLLT_01943		NLLT	30	NA	2012	pp1–31	p6	XXd	ex:BOOK ‘handling classi?er ’ + MOVE + distributive [handling|classi?er predicate]|‘[Someone] put each the book on its side.’												Constructed	file:Brentari2012_Article_WhenDoesASystemBecomePhonologi.html																																																																																																																																																																																																																																									
NLLT_02189		NLLT	30	NA	2012	pp651–697	NA	1a	ex:*(It) is believed that certain grammatical principles are universal.|b. *(It) is raining.|c. *(There) is a dog in the yard.												Constructed	file:Cable2012_Article_TheOptionalityOfMovementAndEPP.html																																																																																																																																																																																																																																									
NLLT_02190		NLLT	30	NA	2012	pp651–697	p652	2	"ex:The EPP as a Surface Generalization|In a ?nite main clause, the speci?er of some verbal functional projection (IP,|TP, AgrP, AspP, etc.) must be ?lled."												Constructed	file:Cable2012_Article_TheOptionalityOfMovementAndEPP.html																																																																																																																																																																																																																																									
NLLT_02191		NLLT	30	NA	2012	pp651–697	p654	6	ex:Ne ok one Onyango gi Ochieng’.|PAST NEG see.PASS Onyango by Ochieng’|‘Onyango was not seen by Ochieng’.’												Constructed	file:Cable2012_Article_TheOptionalityOfMovementAndEPP.html																																																																																																																																																																																																																																									
NLLT_02192		NLLT	30	NA	2012	pp651–697	p655	7	ex:Ochieng’ ne ok oneno Onyango.|Ochieng’ PAST NEG saw Onyango|‘Ochieng didn’t see Onyango.’												Constructed	file:Cable2012_Article_TheOptionalityOfMovementAndEPP.html																																																																																																																																																																																																																																									
NLLT_02193		NLLT	30	NA	2012	pp651–697	p655	8	ex:Ne ok oneno Onyango.|PAST NEG he.saw Onyango|‘He didn’t see Onyango.’												Constructed	file:Cable2012_Article_TheOptionalityOfMovementAndEPP.html																																																																																																																																																																																																																																									
